TITLE,OVERVIEW,SYMPTOMS,TREATMENT,TAGS,INSTITUTION,LASTREADTIME
Primary Pulmonary Hypertension,con_overview/Primary-Pulmonary-Hypertension_overview.html,con_symptoms/Primary-Pulmonary-Hypertension_symptoms.html,con_treatment/Primary-Pulmonary-Hypertension_treatment.html,,"National Heart Centre Singapore, KK Women's and Children's Hospital",0
Proliferative Vitreoretinopathy,con_overview/Proliferative-Vitreoretinopathy_overview.html,null,con_treatment/Proliferative-Vitreoretinopathy_treatment.html,"Proliferative Vitreoretinopathy, retinal detachment, scar after retinal detachment, SNEC, eye condition","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Prostate Cancer,con_overview/Prostate-Cancer_overview.html,con_symptoms/Prostate-Cancer_symptoms.html,con_treatment/Prostate-Cancer_treatment.html,"prostate cancer, prostate gland, prostate specific antigen ","National Cancer Centre Singapore, Singapore General Hospital",0
Prostate Cancer Surgery,con_overview/Prostate-Cancer-Surgery_overview.html,con_symptoms/Prostate-Cancer-Surgery_symptoms.html,con_treatment/Prostate-Cancer-Surgery_treatment.html,"Prostate Cancer Surgery, Robotic Surgery, prostatectomy, prostate cancer","National Cancer Centre Singapore, Singapore General Hospital",0
Pterygium,con_overview/Pterygium_overview.html,con_symptoms/Pterygium_symptoms.html,con_treatment/Pterygium_treatment.html,Eye conditions; Pterygium; SNEC; eye care; eye conditions that require surgery; non-preventable eye conditions,"Singapore National Eye Centre, KK Women's and Children's Hospital",0
Ptosis (Droopy Eyelids),con_overview/Ptosis-Droopy-Eyelids_overview.html,con_symptoms/Ptosis-Droopy-Eyelids_symptoms.html,con_treatment/Ptosis-Droopy-Eyelids_treatment.html,"droopy eyelid, ptosis, eye surgery, SNEC, eye treatment","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Pulmonary Stenosis,con_overview/Pulmonary-Stenosis_overview.html,null,con_treatment/Pulmonary-Stenosis_treatment.html,,"National Heart Centre Singapore, KK Women's and Children's Hospital",0
Pulpitis (Toothache),con_overview/Pulpitis-Toothache_overview.html,con_symptoms/Pulpitis-Toothache_symptoms.html,con_treatment/Pulpitis-Toothache_treatment.html,"toothache, pulpitis, tooth decay, pulp, tooth pain",National Dental Centre Singapore,0
Q,,,,,,0
R,,,,,,0
Radiation Therapy,con_overview/Radiation-Therapy_overview.html,null,con_treatment/Radiation-Therapy_treatment.html,"cancer treatment Radiation Therapy Side-Effects, Side-Effects radiation, Vaginal Dilator, Vaginal Douching",KK Women's and Children's Hospital,0
Radical Hysterectomy,con_overview/Radical-Hysterectomy_overview.html,null,con_treatment/Radical-Hysterectomy_treatment.html,"surgery operation treatment cancer affecting the uterine cervix, Wertheim's Hysterectomy, Chemotherapy, radiation therapy ",KK Women's and Children's Hospital,0
Radiofrequency Lesioning (Thermoablation),con_overview/Radiofrequency-Lesioning-Thermoablation_overview.html,null,con_treatment/Radiofrequency-Lesioning-Thermoablation_treatment.html,"radiofrequency, radiofrequency lesioning, facial pain, Sacroiliac joint pain",Singapore General Hospital,0
Radioiodine Treatment,con_overview/Radioiodine-Treatment_overview.html,null,con_treatment/Radioiodine-Treatment_treatment.html,"radioiodine, thyrotoxicosis, thyroid cancer",Singapore General Hospital,0
Radiotherapy and its Dental Implications,con_overview/Radiotheraphy-and-Dental-Implications_overview.html,null,con_treatment/Radiotheraphy-and-Dental-Implications_treatment.html,"dental caries, sores in mouth",National Dental Centre Singapore,0
Rectal Prolapse,con_overview/Rectal-Prolapse_overview.html,null,con_treatment/Rectal-Prolapse_treatment.html,"rectal prolapse, recture, anus",Singapore General Hospital,0
Red Eyes (Eye Infections),con_overview/Eye-Infections_overview.html,con_symptoms/Eye-Infections_symptoms.html,con_treatment/Eye-Infections_treatment.html,"red eyes, swollen eyes, eye infections, SNEC, eye conditions, conjunctivitis, stye, eye redness, eye pain, itchy, Poor vision, distorted vision, blurry vision, eye swelling","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Retinal Detachment,con_overview/Retinal-Detachment_overview.html,con_symptoms/Retinal-Detachment_symptoms.html,con_treatment/Retinal-Detachment_treatment.html,"retinal detachment, partial vision loss, complete loss of vision, eye care, eye condition, SNEC","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Retinal Tears,con_overview/Retinal-Tears_overview.html,con_symptoms/Retinal-Tears_symptoms.html,con_treatment/Retinal-Tears_treatment.html,"retinal tear, retina, retinal tears, retinal detachment, partial vision loss, complete vision loss, eye condition, SNEC","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Retinal Vascular Disorders,con_overview/Retinal-Vascular-Disorders_overview.html,con_symptoms/Retinal-Vascular-Disorders_symptoms.html,con_treatment/Retinal-Vascular-Disorders_treatment.html,"retinal vascular disorders, high blood pressure, artherosclerosis, blood vessels in the eye","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Retinopathy of Prematurity (ROP),con_overview/RetinopathyofPrematurity(ROP)_overview.html,con_symptoms/RetinopathyofPrematurity(ROP)_symptoms.html,con_treatment/RetinopathyofPrematurity(ROP)_treatment.html,,Singapore General Hospital,0
Rheumatoid Arthritis,con_overview/Rheumatoid-Arthritis_overview.html,con_symptoms/Rheumatoid-Arthritis_symptoms.html,con_treatment/Rheumatoid-Arthritis_treatment.html,,"Singapore General Hospital, KK Women's and Children's Hospital",0
Rhinitis,con_overview/Rhinitis_overview.html,con_symptoms/Rhinitis_symptoms.html,con_treatment/Rhinitis_treatment.html,,Singapore General Hospital,0
Risk and Evaluation Prevention (REAP) Clinic,con_overview/Risk-and-Evaluation-Prevention-REAP-Clinic_overview.html,null,con_treatment/Risk-and-Evaluation-Prevention-REAP-Clinic_treatment.html,"Screening For Cancer Risk, Ovarian Cancer evaluate",KK Women's and Children's Hospital,0
Root Canal Treatment,con_overview/Root-Canal-Treatment_overview.html,null,con_treatment/Root-Canal-Treatment_treatment.html,"root canal, pulp, ",National Dental Centre Singapore,0
S,,,,,,0
Sacroiliac Joint Pain and Treatment,con_overview/Sacroiliac-Joint-Pain-and-Treatment_overview.html,null,con_treatment/Sacroiliac-Joint-Pain-and-Treatment_treatment.html,"Sacroiliac Joint Pain, inflammation, osteoarthritis, ankylosing spondylitis","Singapore General Hospital, KK Women's and Children's Hospital",0
Sacrospinous Fixation,con_overview/Sacrospinous-Fixation_overview.html,null,con_treatment/Sacrospinous-Fixation_treatment.html,"urinary disorders surgery, severe protrusion of the vagina (after the womb was removed surgically), surgery to remove the womb",KK Women's and Children's Hospital,0
Same Day Admission Surgery (Child),con_overview/Same-Day-Admission-Surgery-Child_overview.html,null,con_treatment/Same-Day-Admission-Surgery-Child_treatment.html,,KK Women's and Children's Hospital,0
Sarcoma Cancer (Sarcomas),con_overview/Sarcoma_Cancer_overview.html,con_symptoms/Sarcoma_Cancer_symptoms.html,con_treatment/Sarcoma-Cancer_treatment.html,"Sarcomas tumours, neurofibromatosis, prior radiotherapy, a lump or mass on the trunk, leg or arm, Bone cancers, feeling of fullness on eating, indigestion, gastric pain ","National Cancer Centre Singapore, KK Women's and Children's Hospital",0
Sealants,con_overview/Sealants-Dental_overview.html,null,con_treatment/Sealants-Dental_treatment.html,"sealants, resins, tooth decay",National Dental Centre Singapore,0
Senses (Child),con_overview/Senses-Child_overview.html,con_symptoms/Senses-Child_symptoms.html,con_treatment/Senses-Child_treatment.html,"Sensory Defensiveness In Children, Tactile Defensiveness, Oral Defensiveness, Gravitational Insecurity, Visual Defensiveness, Auditory Defensiveness",KK Women's and Children's Hospital,0
Shoulder & Elbow Injuries,con_overview/Shoulder-and-Elbow-Injuries_overview.html,null,con_treatment/Shoulder-and-Elbow-Injuries_treatment.html,,"Singapore General Hospital, KK Women's and Children's Hospital",0
Shoulder & Elbow Injuries - Frozen-Shoulder,con_overview/Shoulder-and-Elbow-Injuries-Frozen-Shoulder_overview.html,con_symptoms/Shoulder-and-Elbow-Injuries-Frozen-Shoulder_symptoms.html,con_treatment/Shoulder-and-Elbow-Injuries-Frozen-Shoulder_treatment.html,,"Singapore General Hospital, KK Women's and Children's Hospital",0
Shoulder & Elbow Injuries - Rotator-Cuff,con_overview/Shoulder-and-Elbow-Injuries-Rotator-Cuff-Injuries_overview.html,con_symptoms/Shoulder-and-Elbow-Injuries-Rotator-Cuff-Injuries_symptoms.html,con_treatment/Shoulder-and-Elbow-Injuries-Rotator-Cuff-Injuries_treatment.html,,"Singapore General Hospital, KK Women's and Children's Hospital",0
Shoulder & Elbow Injuries - Stiff Elbow,con_overview/Shoulder-and-Elbow-Injuries-Stiff-Elbow_overview.html,con_symptoms/Shoulder-and-Elbow-Injuries-Stiff-Elbow_symptoms.html,con_treatment/Shoulder-and-Elbow-Injuries-Stiff-Elbow_treatment.html,,"Singapore General Hospital, KK Women's and Children's Hospital",0
Shoulder & Elbow Injuries - Tennis Elbow Lateral Epicondylitis,con_overview/Shoulder-and-Elbow-Injuries-Tennis-Elbow-Lateral-Epicondylitis_overview.html,con_symptoms/Shoulder-and-Elbow-Injuries-Tennis-Elbow-Lateral-Epicondylitis_symptoms.html,con_treatment/Shoulder-and-Elbow-Injuries-Tennis-Elbow-Lateral-Epicondylitis_treatment.html,,"Singapore General Hospital, KK Women's and Children's Hospital",0
Sibling Rivalry (Child),con_overview/Sibling-Rivalry-Child_overview.html,null,con_treatment/Sibling-Rivalry-Child_treatment.html,"Preparing Your Child For The Arrival Of A Baby, Kids Fight,  jealousy, competition, Dealing With Sibling Rivalry In Older Children",KK Women's and Children's Hospital,0
Signal-Averaged ECG (SA ECG),con_overview/Signal-Averaged-ECG_overview.html,null,con_treatment/Signal-Averaged-ECG_treatment.html,,"National Heart Centre Singapore, KK Women's and Children's Hospital",0
Sinusitis,con_overview/Sinusitis_overview.html,con_symptoms/Sinusitis_symptoms.html,con_treatment/Sinusitis_treatment.html,,Singapore General Hospital,0
Skin Cancer,con_overview/Skin_Cancer_overview.html,con_symptoms/Skin_Cancer_symptoms.html,con_treatment/Skin-cancer_treatment.html,"Skin cancer treatment, non-melanoma skin cancer (NMSC), cell carcinoma (SCC), basal cell carcinoma (BCC), sun-exposed skin, sun damaged skin, Melanoma, ",National Cancer Centre Singapore,0
Skin Infections (Child),con_overview/Skin-Infections-Child_overview.html,null,con_treatment/Skin-Infections-Child_treatment.html,"Bacterial Infections, Viral Infections, Chickenpox, Scabies",KK Women's and Children's Hospital,0
Skull Base,con_overview/Skull-Base_overview.html,null,con_treatment/Skull-Base_treatment.html,"Meningioma, Pituitary Tumours, Acoustic Shwannoma ","National Neuroscience Institute - Singapore General Hospital Campus, National Neuroscience Institute - Tan Tock Seng Hospital Campus",0
Sleep (Child),con_overview/Sleep-Child_overview.html,null,con_treatment/Sleep-Child_treatment.html,"Sleeping Patterns for Newborns, Infants, Toddlers, Preschoolers, Children and Preteens, Teens, Sleeping Positions ",KK Women's and Children's Hospital,0
Sleep Disorders,con_overview/Sleep-Disorders_overview.html,con_symptoms/Sleep-Disorders_symptoms.html,con_treatment/Sleep-Disorders_treatment.html,"sleep, sleep disorders, light sleep, deep sleep, sleep deprivation, daytime sleepiness, obstructive sleep apnoea, obstructive sleep apnea, obesity, narcolepsy, insomnia, sleep habits, sleep patterns, polysomnography ","National Neuroscience Institute - Singapore General Hospital Campus, National Neuroscience Institute - Tan Tock Seng Hospital Campus",0
Smile Aesthetics: Aspects of an Aesthetically-Pleasing Smile,con_overview/Smile-Aesthetics-Pleasing-Smile_overview.html,null,con_treatment/Smile-Aesthetics-Pleasing-Smile_treatment.html,"pleasing smile, attractive smile",National Dental Centre Singapore,0
Smile Aesthetics: Teeth Whitening,con_overview/Smile-Aesthetics-Teeth-Whitening_overview.html,null,con_treatment/Smile-Aesthetics-Teeth-Whitening_treatment.html,"white teeth, whitening teeth, teeth stains, how to remove teeth stains",National Dental Centre Singapore,0
Snoring (Child),con_overview/Snoring-Child_overview.html,con_symptoms/Snoring-Child_symptoms.html,con_treatment/Snoring-Child_treatment.html,"Obstructive Sleep Apnea Hypoventilation Syndrome (OSAHS), Snore loudly and often, sleep,  trouble concentrating, hyperactivity, nervousness, Sleep Apnea,",KK Women's and Children's Hospital,0
Snoring and Obstructive Sleep Apnoea (OSA),con_overview/Snoring-and-Obstructive-Sleep-Apnoea-OSA_overview.html,con_symptoms/Snoring-and-Obstructive-Sleep-Apnoea-OSA_symptoms.html,con_treatment/Snoring-and-Obstructive-Sleep-Apnoea-OSA_treatment.html,,Singapore General Hospital,0
Snoring In Children,con_overview/Snoring-In-Children_overview.html,con_symptoms/Snoring-In-Children_symptoms.html,con_treatment/Snoring-In-Children_treatment.html,,KK Women's and Children's Hospital,0
Spasms (Eyelid Twitches),con_overview/Spasms_overview.html,null,con_treatment/Spasms_treatment.html,"eyelid myokymia, blepharospasm, hemifacial spasm, eyelid muscle, eye twitching, eye spasm, eye conditions, excessive blinking, botulinum toxin, botox","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Spine,con_overview/Spine_overview.html,con_symptoms/Spine_symptoms.html,con_treatment/Spine_treatment.html,,"Singapore General Hospital, KK Women's and Children's Hospital",0
Spine and Spinal Disorders,con_overview/Spine-and-Spinal-Disorders_overview.html,null,con_treatment/Spine-and-Spinal-Disorders_treatment.html,"spinal column, spinal cord, spondylosis, neck pain, back pain, arm pain, leg pain, numbness, physiotherapy, microscopic discectomy, artificial disc surgery, percutaneous pedicle screw, endoscopic disectomy, spinal tumour, spinal trauma, ","National Neuroscience Institute - Singapore General Hospital Campus, National Neuroscience Institute - Tan Tock Seng Hospital Campus",0
Spine & Peripheral Nerve,con_overview/Spine-Peripheral-Nerve_overview.html,null,con_treatment/Spine-Peripheral-Nerve_treatment.html,"spondylosis, disc hernation, slipped disc, cervical radiculopathy, spinal tumour, spinal trauma, carpal tunnel syndrome, neck pain, back pain, lower back pain, arm pain, numbness","National Neuroscience Institute - Singapore General Hospital Campus, National Neuroscience Institute - Tan Tock Seng Hospital Campus",0
Spine Surgery,con_overview/Spine-Surgery_overview.html,null,con_treatment/Spine-Surgery_treatment.html,"spine, backbone, herniated disc, slipped disc, orthopaedic conditions, back pain, leg pain, epidural catheter, epidural, physiotherapy, physiotherapy exercises","Singapore General Hospital, KK Women's and Children's Hospital",0
Spondyloarthritis,con_overview/Spondyloarthritis_overview.html,con_symptoms/Spondyloarthritis_symptoms.html,con_treatment/Spondyloarthritis_treatment.html,,"Singapore General Hospital, KK Women's and Children's Hospital",0
Squint or Strabismus (Child),con_overview/Squints-Strabismus-Child_overview.html,con_symptoms/Squints-Strabismus-Child_symptoms.html,con_treatment/Squints-Strabismus-Child_treatment.html,"squint, eye conditions, SNEC, vision impairment, correction of squints, lazy eye, cross eye, hyperopia, myopia, childhood cataracts, cataracts, mongoloid","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Stoma,con_overview/Stoma_overview.html,null,con_treatment/Stoma_treatment.html,"ileostomy, colostomy, temporary stoma, permanent stoma, intestinal dysfunction, low rectal cancer, inflammatory bowel disease",Singapore General Hospital,0
Stomach (Gastric) Cancer,con_overview/Stomach-Cancer_overview.html,con_symptoms/Stomach-Cancer_symptoms.html,con_treatment/Stomach-Cancer_treatment.html,"stomach cancer, gastric cancer, stomach ulcer, helicobacter pylori, smoked foods, pickled food, salted food, abdominal discomfort, vomiting, anaemia, anemia, blood loss, blood in stool, radiotherapy, chemotherapy","National Cancer Centre Singapore, Singapore General Hospital",0
Stomach Scan,con_overview/Stomach-Scan_overview.html,null,con_treatment/Stomach-Scan_treatment.html,"stomach scan, gastric, obstruction",Singapore General Hospital,0
Stress Echocardiogram,con_overview/Stress-Echocardiogram_overview.html,null,con_treatment/Stress-Echocardiogram_treatment.html,"echocardiography, diagnostic procedure, stress test, blood supply to the heart, heart muscle","National Heart Centre Singapore, KK Women's and Children's Hospital",0
Stress Incontinence,con_overview/Stress-Incontinence_overview.html,null,con_treatment/Stress-Incontinence_treatment.html,"stress incontinence, urine leak, urine during coughing",Singapore General Hospital,0
Stress Management,con_overview/Stress-Management_overview.html,con_symptoms/Stress-Management_symptoms.html,con_treatment/Stress-Management_treatment.html,"stress, negative feelings, mental stress",Singapore General Hospital,0
Stress Urinary Incontinence,con_overview/Stress-Urinary-Incontinence_overview.html,null,con_treatment/Stress-Urinary-Incontinence_treatment.html,"urinary disorders surgery, Burch Colposuspension,  Tension-free Vaginal Tape (TVT &amp; TVT-O), hysterectomy , pelvic floor repair, urinary leakage, leak urine",KK Women's and Children's Hospital,0
Stroke,con_overview/Stroke_overview.html,con_symptoms/Stroke_symptoms.html,con_treatment/Stroke_treatment.html,"what is stroke, numbness of face, slurred speech, speech difficulty, loss of vision, double vision, loss of balance, loss of coordination, giddiness, loss of consciousness, coma, headache, infarct, ischemic stoke, brain haemorrhage","National Neuroscience Institute - Singapore General Hospital Campus, National Neuroscience Institute - Tan Tock Seng Hospital Campus",0
Sudden Cardiac Death,con_overview/Cardiac-Arrest-Sudden-Cardiac-Death_overview.html,con_symptoms/Cardiac-Arrest-Sudden-Cardiac-Death_symptoms.html,con_treatment/Cardiac-Arrest-Sudden-Cardiac-Death_treatment.html,"cardiac arrest, sudden cardiac death, cardiac arrest causes, abnormal heart rhythm, irregular heartbeat, arrhythmia, heart attack","National Heart Centre Singapore, KK Women's and Children's Hospital",0
Superovulation and Intrauterine Insemination (SO-ISI),con_overview/Superovulation-and-Intrauterine-Iinsemination-SO-ISI_overview.html,null,con_treatment/Superovulation-and-Intrauterine-Iinsemination-SO-ISI_treatment.html,"problems conceiving, infertility treatment, pregnancy, fertility treatment, abdominal pain, IVF, ",KK Women's and Children's Hospital,0
Swallowing Difficulties,con_overview/Swallowing-Difficulties_overview.html,con_symptoms/Swallowing-Difficulties_symptoms.html,con_treatment/Swallowing-Difficulties_treatment.html,"difficulty in swallowing, difficult to eat, difficult to drink",Singapore General Hospital,0
Sweaty Palms (Palmar Hyperhidrosis),con_overview/Sweaty-Palms_overview.html,null,con_treatment/Sweaty-Palms_treatment.html,,"National Neuroscience Institute - Singapore General Hospital Campus, National Neuroscience Institute - Tan Tock Seng Hospital Campus",0
Sympathetic Blocks,con_overview/Sympathetic-Blocks_overview.html,null,con_treatment/Sympathetic-Blocks_treatment.html,"nerve block, anaesthetic, anesthetic, pain, cancer pain, nerve fibres, nerve fibers, stellate ganglion, coeliac plexus, lumbar sympathetic, superior hypogastric block, peripheral vascular disease, herpes zoster, raynaud’s disease, phantom limb",Singapore General Hospital,0
T,,,,,,0
Talk (Child),con_overview/Talk-Child_overview.html,null,con_treatment/Talk-Child_treatment.html,,KK Women's and Children's Hospital,0
Tearing Disorders,con_overview/Tearing-Disorders_overview.html,con_symptoms/Tearing-Disorders_symptoms.html,con_treatment/Tearing-Disorders_treatment.html,"lacrimal gland, excessive tearing, dry eyes, eye irritation, eye discharge, eye tearing, eye infection, tear duct, DRC, ","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Teeth (Baby),con_overview/Teeth-Child_overview.html,null,con_treatment/Teeth-Child_treatment.html,"Baby To Start Teething, Feeding Practice, Pacifier",KK Women's and Children's Hospital,0
Teeth Whitening,con_overview/Teeth-Whitening_overview.html,null,con_treatment/Teeth-Whitening_treatment.html,"teeth whitening, teeth stains",National Dental Centre Singapore,0
Temporomandibular Joint (TMJ) Disorder,con_overview/Temporomandibular-Joint-Disorder_overview.html,con_symptoms/Temporomandibular-Joint-Disorder_symptoms.html,con_treatment/Temporomandibular-Joint-Disorder_treatment.html,"jaw joint, temporomandibular disorder",National Dental Centre Singapore,0
Testicular Cancer,con_overview/Testicular-Cancer_overview.html,con_symptoms/Testicular-Cancer_symptoms.html,con_treatment/Testicular-Cancer_treatment.html,"testicular cancer, germ cell cancer, undescended testicles, painless lump, testicle lump, testicle ache, alpha-fetoprotein, AFP, HCG, testicle removal, radiotherapy, one testicle","National Cancer Centre Singapore, Singapore General Hospital",0
Tetralogy of Fallot,con_overview/Tetralogy-of-Fallot_overview.html,null,con_treatment/Tetralogy-of-Fallot_treatment.html,"ventricular septal defect, heart chambers, pulmonary valve, pulmonary stenosis, aorta, ventricular hypertrophy, Blalock-Taussig shunt","National Heart Centre Singapore, KK Women's and Children's Hospital",0
Thalassaemia (Child),con_overview/Thalassaemia-Child_overview.html,null,con_treatment/Thalassaemia-Child_treatment.html,"blood disorder, haemoglobin in the blood, thalassaemia gene, Thalassaemia minor (thalassaemia trait), Thalassaemia major, anaemia, bone marrow transplant, Thalassaemia Screening, Pregnant",KK Women's and Children's Hospital,0
Throat (Foreign Objects) (Child),con_overview/Throat-Objects-Child_overview.html,null,con_treatment/Throat-Objects-Child_treatment.html,,KK Women's and Children's Hospital,0
Throat - Virtual Tour,con_overview/Throat-Virtual-Tour_overview.html,null,con_treatment/Throat-Virtual-Tour_treatment.html,"throat, pharynx, airway, breathing organ, breathing, digestive organ, food channel, larynx, voice box",Singapore General Hospital,0
Thyroid Disorders,con_overview/Thyroid-Disorders_overview.html,con_symptoms/Thyroid-Disorders_symptoms.html,con_treatment/Thyroid-Disorders_treatment.html,"Thyroid Disorders treatment, Fatigue, thyroidectomy Surgery",Singapore General Hospital,0
Thyroid Disorders - Hyperthyroidism,con_overview/Thyroid-Disorders-Hyperthyroidism_overview.html,con_symptoms/Thyroid-Disorders-Hyperthyroidism_symptoms.html,con_treatment/Thyroid-Disorders-Hyperthyroidism_treatment.html,"Hyperthyroidism, weight loss, Nervousness, anxiety, irritability, Diarrhoea, Bulging eyes, swelling at the base of the neck, Fatigue, insomnia ",Singapore General Hospital,0
Thyroid Disorders - Hypothyroidism,con_overview/Thyroid-Disorders-Hypothyroidism_overview.html,con_symptoms/Thyroid-Disorders-Hypothyroidism_symptoms.html,con_treatment/Thyroid-Disorders-Hypothyroidism_treatment.html,"Hypothyroidism, Fatigue, Constipation, Puffy face, weight gain, aches, Joint pain, stiffness, swelling, irregular periods, Depression, Forgetfulness",Singapore General Hospital,0
Thyroid Eye Disease (TED),con_overview/Thyroid-Eye-Disease_overview.html,con_symptoms/Thyroid-Eye-Disease_symptoms.html,con_treatment/Thyroid-Eye-Disease_treatment.html,"swollen neck, sweatiness, increase in appetite, weight loss, tremors, palpitations, fatigue, tiredness, anxiety, nervousness, bad temper, protruding eye, eye discomfort, eye redness, puffy eyelids, double vision, squint, poor vision","Singapore National Eye Centre, KK Women's and Children's Hospital",0
Thyroid Nodules,con_overview/Thyroid-nodules_overview.html,con_symptoms/Thyroid-nodules_symptoms.html,con_treatment/Thyroid-nodules_treatment.html,,Singapore General Hospital,0
Thyroid Scan,con_overview/Thyroid-scan_overview.html,null,con_treatment/Thyroid-scan_treatment.html,"thyroid, thyroid scan, ultrasound, gamma camera",Singapore General Hospital,0
Tinnitus,con_overview/tinnitus_overview.html,con_symptoms/tinnitus_symptoms.html,con_treatment/tinnitus_treatment.html,,Singapore General Hospital,0
Tonsils & Adenoids (Child),con_overview/Tonsils-and-Adenoids-Child_overview.html,con_symptoms/Tonsils-and-Adenoids-Child_symptoms.html,con_treatment/Tonsils-and-Adenoids-Child_treatment.html,"Adenoidectomy, Tonsillectomy, Recurrent Tonsillitis, high fever, sore throat, Snoring, Obstructive Sleep Apnoea, hearing impairment, Chronic Otitis Media with Effusion, Pus forming around the tonsillar bed, Tumors, lymphoma, surgery",KK Women's and Children's Hospital,0
Tooth Decay,con_overview/Tooth-Decay-Caries_overview.html,con_symptoms/Tooth-Decay-Caries_symptoms.html,con_treatment/Tooth-Decay-Caries_treatment.html,"caries, tooth decay, decayed tooth",National Dental Centre Singapore,0
Tooth Sensitivity,con_overview/tooth-sensitivity_overview.html,null,con_treatment/tooth-sensitivity_treatment.html,"sensitive tooth, acidic food, ",National Dental Centre Singapore,0
Toothaches,con_overview/Toothaches_overview.html,con_symptoms/Toothaches_symptoms.html,con_treatment/Toothaches_treatment.html,"tooth decay, toothache, cracked teeth",National Dental Centre Singapore,0
Total Abdominal Hysterectomy,con_overview/Total-Abdominal-Hysterectomy_overview.html,null,con_treatment/Total-Abdominal-Hysterectomy_treatment.html,"urinary disorders surgery, uterus (womb) and cervix (neck of the womb) are removed",KK Women's and Children's Hospital,0
Transoesophageal Echocardiogram (TEE),con_overview/Transoesophageal-Echocardiogram_overview.html,null,con_treatment/Transoesophageal-Echocardiogram_treatment.html,"TEE probe, echocardiogram, semi-invasive procedure","National Heart Centre Singapore, KK Women's and Children's Hospital",0
Transtelephonic ECG,con_overview/Transtelephonic-ECG_overview.html,null,con_treatment/Transtelephonic-ECG_treatment.html,"ECG, abnormal heart rhythm, irregular heart rhythm, fainting, palpitations, giddiness, chest pain ","National Heart Centre Singapore, KK Women's and Children's Hospital",0
Travelling With Your Child,con_overview/Travelling-With-Your-Child_overview.html,null,con_treatment/Travelling-With-Your-Child_treatment.html,"Travelling With Your Child, Pre - Travel Advice, Motion Sickness, Jet Lag, Tips for staying healthy when abroad, Post-travel ",KK Women's and Children's Hospital,0
Trigeminal Neuralgia (Facial Pain),con_overview/Trigeminal-Neuralgia-Facial-Pain_overview.html,con_symptoms/Trigeminal-Neuralgia-Facial-Pain_symptoms.html,con_treatment/Trigeminal-Neuralgia-Facial-Pain_treatment.html,"trigeminal neuralgia, trigeminal nerve, face pain, multiple sclerosis, stabbing pain, electric shock pain, diabetes mellitus, coronary artery disease, chronic obstructive pulmonary disorder, carbamazepine, benign tumour, ","National Neuroscience Institute - Singapore General Hospital Campus, National Neuroscience Institute - Tan Tock Seng Hospital Campus",0
Tuberculosis,con_overview/Tuberculosis_overview.html,con_symptoms/Tuberculosis_symptoms.html,con_treatment/Tuberculosis_treatment.html,"tuberculosis, TB, cough, persistent coughing, chills, loss of appetite, weight loss, fatigue, blood-stained cough, coughing blood","Singapore General Hospital, KK Women's and Children's Hospital",0
Tuberculosis (Child),con_overview/Tuberculosis(child)_overview.html,con_symptoms/Tuberculosis(child)_symptoms.html,con_treatment/Tuberculosis(child)_treatment.html,"tuberculosis, TB, mycobacterium tuberculosis, latent TB infection, LTBI, cough, persistent cough, coughing blood, fever, weight loss, appetite loss, night sweats, tiredness, fatigue ",null,0
TVT / TVT-O Continence Surgery,con_overview/TVT-TVT-O-Continence-Surgery_overview.html,null,con_treatment/TVT-TVT-O-Continence-Surgery_treatment.html,"urinary disorders surgery, TVT / TVT-O Continence Surgery, bladder surgery,  Tension-free Vaginal Tape ",KK Women's and Children's Hospital,0
U,,,,,,0
Ulcerative Colitis,con_overview/Ulcerative-Colitis_overview.html,null,con_treatment/Ulcerative-Colitis_treatment.html,"ulcerative colitis, inflammatory bowel disease, proctocolectomy, ileostomy, removal of colon, ileoanal pouch",Singapore General Hospital,0
Ultrasound Scan,con_overview/Ultrasound-Scan_overview.html,null,con_treatment/Ultrasound-Scan_treatment.html,"sound wave, transducer, diagnostic ultrasound",Singapore General Hospital,0
Undescended Testicles,con_overview/Undescended-Testicles_overview.html,null,con_treatment/Undescended-Testicles_treatment.html,,KK Women's and Children's Hospital,0
Universal Newborn Hearing Screening (UNHS) (Baby),con_overview/Universal-Newborn-Hearing-Screening-UNHS-Child_overview.html,null,con_treatment/Universal-Newborn-Hearing-Screening-UNHS-Child_treatment.html,hearing test for newborn,KK Women's and Children's Hospital,0
Upright Tilt Test,con_overview/Upright-Tilt-Test_overview.html,null,con_treatment/Upright-Tilt-Test_treatment.html,"syncope, fainting, vasovagal syncope, glycerin trinitrate, isoprenaline, giddiness","National Heart Centre Singapore, KK Women's and Children's Hospital",0
Urinary Incontinence,con_overview/Urinary-Incontinence_overview.html,null,con_treatment/Urinary-Incontinence_treatment.html,"urinary disorders surgery, urinary leakage causes treatment, uncontrollable leakage of urine when you cough, sneeze, laugh or lift something heavy (stress incontinence), Inability to stop urine, Bladder Empty Urine,",KK Women's and Children's Hospital,0
